text,author,reply,retweet,like,date,cleaned_text,non_baku
"Terarah,Terstruktur & sistematis !!!
Pertinyiinyi.... ""Yang mau mengaudit itu siapa???""
Krna smua lini dari bawah smpai atas sdh mereka pegang & kuasai...
Bener kata ini ""PEMILU 2024 BAR2 & BRUTAL""
",Ray,0,0,0,2024-02-15T18:52:01.000Z,"Terarah,Terstruktur & sistematis !!! Pertinyiinyi.... ""Yang mau mengaudit itu siapa???"" Krna smua lini dari bawah smpai atas sdh mereka pegang & kuasai... Bener kata ini ""PEMILU 2024 BAR2 & BRUTAL"" ",
"Semua belum selesai guys, GM masih punya peluang 
@__xxwa
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",yanto astono,0,0,0,2024-02-15T19:21:10.000Z,"Semua belum selesai guys, GM masih punya peluang      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Semangat juang Ganjar-Mahfud mewakili semangat seluruh rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Freya Angel,0,0,0,2024-02-15T17:54:28.000Z,Semangat juang Ganjar-Mahfud mewakili semangat seluruh rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Kenapa jadi saling menghujat kalau ternyata semuanya ga ada yang jujur..? 
#2024Election #pilpres #Pemilu2024 #viralindo #viralpost #2024",wynnspector,0,0,0,2024-02-15T17:40:53.000Z,Kenapa jadi saling menghujat kalau ternyata semuanya ga ada yang jujur..?             ,
"Ganjar-Mahfud cerminan dari kebaikan dan kesederhanaan dalam berpolitik 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Kiara Kirana,0,0,0,2024-02-15T19:34:22.000Z,Ganjar-Mahfud cerminan dari kebaikan dan kesederhanaan dalam berpolitik  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ayo terus berjuang bareng Ganjar-Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Meisya Dinianty,0,0,0,2024-02-15T19:54:05.000Z,Ayo terus berjuang bareng Ganjar-Mahfud  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Terima kasih Ganjar-Mahfud telah menjadi pilar kekuatan bagi rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Faris Iann,0,0,0,2024-02-15T18:01:00.000Z,Terima kasih Ganjar-Mahfud telah menjadi pilar kekuatan bagi rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
Polisi Terombang Ambing Ditengah Lautan Bawa Kotak Suara Pasca Pemilu 2024 di Nias Selatan. #idncitizen #promedia,IDN Citizen,0,0,0,2024-02-15T19:22:05.000Z,Polisi Terombang Ambing Ditengah Lautan Bawa Kotak Suara Pasca Pemilu 2024 di Nias Selatan.    ,
"[Pemilu]
Maka daripada itu, kita semua harus menghargai dan menghormati hasil Pemilu 2024 yang nantinya akan ditetapkan, karena itu merupakan manifestasi dari kehendak umum yang tercermin dalam proses demokrasi.",SUSSY,1,0,2,2024-02-15T19:11:00.000Z,"[Pemilu] Maka daripada itu, kita semua harus menghargai dan menghormati hasil Pemilu 2024 yang nantinya akan ditetapkan, karena itu merupakan manifestasi dari kehendak umum yang tercermin dalam proses demokrasi.",
"Ganjar-Mahfud dua pemimpin yang membumi dan dekat dengan rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rahmat Nizar,0,0,0,2024-02-15T18:41:23.000Z,Ganjar-Mahfud dua pemimpin yang membumi dan dekat dengan rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Bersama Ganjar-Mahfud kita hadapi tantangan politik dengan penuh semangat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Reza Munazar,0,0,0,2024-02-15T18:31:31.000Z,Bersama Ganjar-Mahfud kita hadapi tantangan politik dengan penuh semangat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Melalui partisipasi aktif PLN dalam Pemilu 2024, kita bisa merasakan bahwa PLN bukan hanya sekadar penyedia listrik, tetapi juga mitra dalam pembangunan demokrasi Indonesia. #PLNuntukIndonesia",Hazel,0,0,1,2024-02-15T19:17:33.000Z,"Melalui partisipasi aktif PLN dalam Pemilu 2024, kita bisa merasakan bahwa PLN bukan hanya sekadar penyedia listrik, tetapi juga mitra dalam pembangunan demokrasi Indonesia.  ",
"Tetep yakin dan optimis! Paslon 03 bisa comeback 
@raihanelfakhrie
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Kirana Rani,0,0,0,2024-02-15T19:22:59.000Z,Tetep yakin dan optimis! Paslon 03 bisa comeback      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Penyebaran berita hoax terkait pemilu 2024 dan kontestannya mulai bikin gaduh gini om 
@ListyoSigitP
  

@CCICPolri
  
@DivHumas_Polri
 

@aduankonten
 
@TurnBackHoax
 
@ahriesonta

Ini yg menimpa pak 
@prabowo
 ketum 
@Gerindra
 ckck
Benar2 hoax yg tidak lucu!",ᵣₒᵣₒ ₘₑₙdₕₒₑₜ,0,3,1,2024-02-15T17:15:37.000Z,Penyebaran berita hoax terkait pemilu 2024 dan kontestannya mulai bikin gaduh gini om                             Ini yg menimpa pak     ketum     ckck Benar2 hoax yg tidak lucu!,
"pada 14 Februari berkesempatan melakukan pengawasan pada TPS Khusus tersebut. Kegiatan ini guna menjaga integritas dan transparansi dalam pelaksanaan pemungutan suara pemilu 2024.

#BawasluBengkalis
#AyoAwasiBersama
#PemiluSerentak2024",Bawaslu Bengkalis,0,0,0,2024-02-15T17:13:28.000Z,pada 14 Februari berkesempatan melakukan pengawasan pada TPS Khusus tersebut. Kegiatan ini guna menjaga integritas dan transparansi dalam pelaksanaan pemungutan suara pemilu 2024.       ,
"Real Count Sirekap Bawaslu KPU DKI JAKARTA > KOTA ADM. JAKARTA SELATAN >JAGAKARSA>LENTENG AGUNG >TPS 093
Link : https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3174/317409/3174091004/3174091004093
01 : 216 yang benar 116
02 : 80 yang benar80
03 : 21 yang benar21
#Pemilu2024 TOLONG viralkan dan dibenerin ya pak

@KPU_ID
 #RealCount",AWAN,0,0,1,2024-02-15T19:40:45.000Z,Real Count Sirekap Bawaslu KPU DKI JAKARTA > KOTA ADM. JAKARTA SELATAN >JAGAKARSA>LENTENG AGUNG >TPS 093 Link :  01 : 216 yang benar 116 02 : 80 yang benar80 03 : 21 yang benar21   TOLONG viralkan dan dibenerin ya pak      ,
"Gen Z, mari bersama jadikan pemilu 2024 pesta demokrasi yang epic",Hassan Udin,0,0,0,2024-02-15T18:23:42.000Z,"Gen Z, mari bersama jadikan pemilu 2024 pesta demokrasi yang epic",
"Real Count Sirekap Bawaslu KPU DKI JAKARTA > KOTA ADM. JAKARTA SELATAN >JAGAKARSA > JAGAKARSA >TPS 183
Link : https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3174/317409/3174091001/3174091001183
01 : 809 yang benar 109
02 : 82 yang benar 82
03 : 78 yang benar 38
#Pemilu2024 TOLONG viralkan dan dibenerin ya pak 
@KPU_ID
 
@BawasluJak
 #prabowo",AWAN,0,0,4,2024-02-15T18:07:00.000Z,Real Count Sirekap Bawaslu KPU DKI JAKARTA > KOTA ADM. JAKARTA SELATAN >JAGAKARSA > JAGAKARSA >TPS 183 Link :  01 : 809 yang benar 109 02 : 82 yang benar 82 03 : 78 yang benar 38   TOLONG viralkan dan dibenerin ya pak          ,
"Ganjar-Mahfud pemimpin yang selalu mendengarkan suara rakyat dengan penuh perhatian 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Wulan Lestari,0,0,1,2024-02-15T17:53:02.000Z,Ganjar-Mahfud pemimpin yang selalu mendengarkan suara rakyat dengan penuh perhatian  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Rekapitulasi suara #Pemilu 2024 terkini mencapai 358.775 dokumen atau setara 43,5 persen",ANTI POLITIK HITAM,0,0,0,2024-02-15T17:13:47.000Z,"Rekapitulasi suara   2024 terkini mencapai 358.775 dokumen atau setara 43,5 persen",
"Jika indikasi pelanggaran hasil rekapitulasi Pemilu 2024 mirip dan/atau menyerupai pada tahun 2019, kemungkinan Pelakunya adalah orang yang sama.",Yunes,0,0,0,2024-02-15T19:40:40.000Z,"Jika indikasi pelanggaran hasil rekapitulasi Pemilu 2024 mirip dan/atau menyerupai pada tahun 2019, kemungkinan Pelakunya adalah orang yang sama.",
"Berbangga hati sudah berkontribusi utk paslon 03 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ajeng Putriani,0,1,0,2024-02-15T18:21:08.000Z,Berbangga hati sudah berkontribusi utk paslon 03  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Bersama Ganjar-Mahfud setiap tantangan terasa seperti peluang 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Sofna Angelina,0,0,0,2024-02-15T17:41:10.000Z,Bersama Ganjar-Mahfud setiap tantangan terasa seperti peluang  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"liat hasil pemilu
#Pemilu2024",(๑•ૅㅁ•๑),0,0,0,2024-02-15T17:20:15.000Z,liat hasil pemilu  ,
"Kita bersyukur memiliki Ganjar-Mahfud sebagai pemimpin yang peduli dan tegas 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Yoga Pratama,0,0,0,2024-02-15T17:57:54.000Z,Kita bersyukur memiliki Ganjar-Mahfud sebagai pemimpin yang peduli dan tegas  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Terima kasih Ganjar-Mahfud atas dedikasi dan pengabdian tanpa batas kepada rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rohaya Sayuti,0,0,0,2024-02-15T17:57:29.000Z,Terima kasih Ganjar-Mahfud atas dedikasi dan pengabdian tanpa batas kepada rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Bersama Ganjar-Mahfud politik menjadi lebih humanis dan berempati 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Windi Kirana,0,0,0,2024-02-15T18:37:37.000Z,Bersama Ganjar-Mahfud politik menjadi lebih humanis dan berempati  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Terima kasih Pak Ganjar dan Prof Mahfud atas inspirasi politiknya! 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rafli Gilang,0,0,0,2024-02-15T19:23:10.000Z,Terima kasih Pak Ganjar dan Prof Mahfud atas inspirasi politiknya!  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
Koalisi Cek Fakta Ungkap 56 Hoaks di Medsos Selama Hari Pencoblosan Pemilu 2024,harapanrakyat.com,0,0,0,2024-02-15T19:37:31.000Z,Koalisi Cek Fakta Ungkap 56 Hoaks di Medsos Selama Hari Pencoblosan Pemilu 2024,
"Bersama Ganjar-Mahfud kita menjalani perjuangan dengan senyum di bibir 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Fikri Zaenudin,0,0,0,2024-02-15T19:31:21.000Z,Bersama Ganjar-Mahfud kita menjalani perjuangan dengan senyum di bibir  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Pokoknya tetap semangat ya gaes dukung 03! 
@doddyjete
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Iyan Ramdani,0,0,0,2024-02-15T18:54:40.000Z,Pokoknya tetap semangat ya gaes dukung 03!      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Bersyukur atas ilmu politik dari Pak Ganjar dan Prof Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Hasna Ayu,0,0,0,2024-02-15T18:14:49.000Z,Bersyukur atas ilmu politik dari Pak Ganjar dan Prof Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Selalu ada hikmah dibalik semua ini guys 
@davyhukom
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Rara Aisyah,0,0,0,2024-02-15T18:55:35.000Z,Selalu ada hikmah dibalik semua ini guys      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
recallin dulu ga sih  #mobilelegends #mlbb #pilpres2024 #pemilu2024 #prabowo #ganjarpranowo #aniesbaswedan #gibranrakabuming #fyp #fyp,RAEHAN NURYAMAN,0,0,0,2024-02-15T17:18:58.000Z,recallin dulu ga sih                     ,
Ketua Umum Pimpinan Pusat Gerakan Pemuda Ansor (Ketum PP GP Ansor) Addin Jauharudin mengatakan saatnya untuk rekonsiliasi usai Pemilu 2024.,Kompas.com,0,0,6,2024-02-15T17:18:14.000Z,Ketua Umum Pimpinan Pusat Gerakan Pemuda Ansor (Ketum PP GP Ansor) Addin Jauharudin mengatakan saatnya untuk rekonsiliasi usai Pemilu 2024.,
"Cokkk jangan nyerah dulu sumpah, jangan kemakan psywar si quick count itu. Pokoknya kita kawal aja nih sampe tuntas sampe keluar hasil final. 

#TolakKecuranganpemilu2024 #Pemilu2024",Noona,0,0,0,2024-02-15T18:12:20.000Z,"Cokkk jangan nyerah dulu sumpah, jangan kemakan psywar si quick count itu. Pokoknya kita kawal aja nih sampe tuntas sampe keluar hasil final.      ",
"[ #Pemilu2024 ] 2.413 TPS Berpotensi Pemungutan Suara Ulang
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T17:30:03.000Z,[   ] 2.413 TPS Berpotensi Pemungutan Suara Ulang  ,
Kapolri dan Panglima TNI Makan Siang Bersama Personel Pengamanan Pemilu 2024,mjnews.id,0,0,0,2024-02-15T19:42:05.000Z,Kapolri dan Panglima TNI Makan Siang Bersama Personel Pengamanan Pemilu 2024,
"Ayo terus semangat dan dukung paslon 03! 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Wawan Wanto,0,0,0,2024-02-15T18:11:45.000Z,Ayo terus semangat dan dukung paslon 03!  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Bersama Ganjar-Mahfud kita bawa semangat perubahan yang membahagiakan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Nina Davina,0,0,1,2024-02-15T18:44:55.000Z,Bersama Ganjar-Mahfud kita bawa semangat perubahan yang membahagiakan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ganjar-Mahfud dua pemimpin yang memberikan teladan dalam kepemimpinan politik 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Riza sahrulfahmi,0,0,0,2024-02-15T18:41:03.000Z,Ganjar-Mahfud dua pemimpin yang memberikan teladan dalam kepemimpinan politik  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
Partai pemenang pemilu 2024 adalah Partai Gugur,Prastowo Budi,0,0,0,2024-02-15T20:14:25.000Z,Partai pemenang pemilu 2024 adalah Partai Gugur,
"Ayo terus kawal hasil KPU, jangan menyerah 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Nazwa Aini,0,0,1,2024-02-15T18:24:31.000Z,"Ayo terus kawal hasil KPU, jangan menyerah  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Naudzubillah dah kelakuannya ckck 
#Pilpres2024 
#Pemilu2024 
#Pemilu",Mᥱmorყsoᥒgs²⁰²³ ,1,1,1,2024-02-15T17:17:39.000Z,Naudzubillah dah kelakuannya ckck         ,
"Kesalahan Data KPU #0006:
https://pemilu2024.kpu.go.id/pilpres/hitung-suara/35/3507/350703/3507032003/3507032003035
RIP Demokrasi #Pemilu2024 #DataKPU #KesalahanData",Salim Suharis,0,0,0,2024-02-15T17:04:19.000Z,Kesalahan Data KPU  :  RIP Demokrasi      ,
"Ganjar-Mahfud bukti bahwa politik bisa menjadi ladang kebahagiaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Esti Kurniasi,0,0,0,2024-02-15T19:32:52.000Z,Ganjar-Mahfud bukti bahwa politik bisa menjadi ladang kebahagiaan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ganjar-Mahfud membangun jembatan antara pemimpin dan rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Jenika Putri,0,0,0,2024-02-15T20:19:46.000Z,Ganjar-Mahfud membangun jembatan antara pemimpin dan rakyat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ayo tetap semangat dukung GM! 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Kanaya Pitri,0,0,1,2024-02-15T19:41:36.000Z,Ayo tetap semangat dukung GM!  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Ganjar-Mahfud dua sosok inspiratif yang menyinari jalan perjuangan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",aurora amiraa,0,0,0,2024-02-15T19:36:25.000Z,Ganjar-Mahfud dua sosok inspiratif yang menyinari jalan perjuangan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ganjar-Mahfud bersama-sama kita membentuk masa depan yang lebih cerah 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Iyan Rabani,0,0,0,2024-02-15T19:26:27.000Z,Ganjar-Mahfud bersama-sama kita membentuk masa depan yang lebih cerah  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Bersama Ganjar-Mahfud kita merasakan kehangatan persaudaraan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Alea Veynina,0,0,0,2024-02-15T18:16:21.000Z,Bersama Ganjar-Mahfud kita merasakan kehangatan persaudaraan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"[ #Pemilu2024 ] Bawaslu Optimalkan Siwaslu untuk Cek Data Sirekap yang Tidak Aktual
#AdadiKompas",Kompas Data,0,1,0,2024-02-15T17:44:50.000Z,[   ] Bawaslu Optimalkan Siwaslu untuk Cek Data Sirekap yang Tidak Aktual  ,
"Menjelang 50 % rekapitulasi simulasi suara pemilu 2024, para elite mulai menebar ranjau tekanan kepada prabowo. KPU solid dibawah kendali mr jo secara brutal menggelembungkan suara diberbagai daerah",Front Pergerakan Nasional,1,0,0,2024-02-15T19:17:01.000Z,"Menjelang 50 % rekapitulasi simulasi suara pemilu 2024, para elite mulai menebar ranjau tekanan kepada prabowo. KPU solid dibawah kendali mr jo secara brutal menggelembungkan suara diberbagai daerah",
"Makanya jangan terlalu fanatik
Karna terlalu banyak yang munafik.. 
#2024Election #pilpres #Pemilu2024 #viralindo #viralpost #2024",wynnspector,0,0,0,2024-02-15T17:42:07.000Z,Makanya jangan terlalu fanatik Karna terlalu banyak yang munafik..             ,
"Terima kasih Ganjar-Mahfud rakyat bangga menjadi bagian dari perjuangan ini 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Vinanda ritaaspira,0,0,0,2024-02-15T18:07:16.000Z,Terima kasih Ganjar-Mahfud rakyat bangga menjadi bagian dari perjuangan ini  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ganjar-Mahfud membuat petani nelayan dan wong cilik bahagia 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ferra Amalia,0,0,1,2024-02-15T18:08:39.000Z,Ganjar-Mahfud membuat petani nelayan dan wong cilik bahagia  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Yang penting udah berjuang, gak peduli hasilnya gimana 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Andini Rahma,0,0,0,2024-02-15T18:24:37.000Z,"Yang penting udah berjuang, gak peduli hasilnya gimana  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Temui Ibu Sumarsih dan lainnya, jawab pertanyaan mereka dan Bapak 
@Prabowo
 akan dikenang sebagai orang yg merangkul dalam pelukan semua rakyat, seperti janji bapak ""Menjadi Presiden untuk semua walaupun tidak memilih Bapak""

#Pemilu2024

Dari kami yang memilih 02 ",el presidente,1,0,0,2024-02-15T17:37:40.000Z,"Temui Ibu Sumarsih dan lainnya, jawab pertanyaan mereka dan Bapak     akan dikenang sebagai orang yg merangkul dalam pelukan semua rakyat, seperti janji bapak ""Menjadi Presiden untuk semua walaupun tidak memilih Bapak""     Dari kami yang memilih 02 ",
"Ramai Dugaan Kecurangan Pemilu, Ketua KPU RI: Tak Ada Niat. 

Jakarta (http://beritajatim.com)  Ramai soal mengungkap data dugaan kecurangan Pemilu 2024, sebagaimana diungkapkan oleh http://dlvr.it/T2nxkJ #PolitikPemerintahan #Amin #Kecurangan #kpuri via 
@beritajatimcom",beritajatim,0,0,1,2024-02-15T17:11:10.000Z,"Ramai Dugaan Kecurangan Pemilu, Ketua KPU RI: Tak Ada Niat.   Jakarta (  Ramai soal mengungkap data dugaan kecurangan Pemilu 2024, sebagaimana diungkapkan oleh          via   ",
PARAH MEMANG PEMILU 2024,asmuran syah,0,0,1,2024-02-15T18:23:42.000Z,PARAH MEMANG PEMILU 2024,
"Rakyat merasakan kepuasan dan kebahagiaan dalam setiap langkah bersama Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Wahyu Nurgilang,0,0,0,2024-02-15T18:43:47.000Z,Rakyat merasakan kepuasan dan kebahagiaan dalam setiap langkah bersama Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Semua lapisan masyarakat merasakan keceriaan dan semangat bersama Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Niko Rahardian,0,0,0,2024-02-15T18:36:12.000Z,Semua lapisan masyarakat merasakan keceriaan dan semangat bersama Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Meski hasil qc kurang memuaskan,Ganjar-Mahfud ttp oke! 
@polemdennylamlo
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Atar Saputra,0,0,0,2024-02-15T19:13:59.000Z,"Meski hasil qc kurang memuaskan,Ganjar-Mahfud ttp oke!      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Tetep solid sob! Quick count bukan halangan buat GM 
@maraclaudiaa
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Mario Akbar,0,0,1,2024-02-15T19:17:21.000Z,Tetep solid sob! Quick count bukan halangan buat GM      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Rakyat merasakan keceriaan dan kehangatan dalam perjuangan bersama Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ratu Putriani,0,0,0,2024-02-15T18:33:14.000Z,Rakyat merasakan keceriaan dan kehangatan dalam perjuangan bersama Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Ganjar-Mahfud sosok yang memberi inspirasi dan harapan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Dilah nitahara,0,0,0,2024-02-15T18:14:42.000Z,Ganjar-Mahfud sosok yang memberi inspirasi dan harapan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Quick count bukan hasil akhir, jgn patah semangat! 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ratna Putri,0,0,0,2024-02-15T19:45:32.000Z,"Quick count bukan hasil akhir, jgn patah semangat!  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP",
"Terima kasih Ganjar-Mahfud atas semangat dan keceriaan yang dibagikan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Aarav Aryatama,0,0,0,2024-02-15T19:34:46.000Z,Terima kasih Ganjar-Mahfud atas semangat dan keceriaan yang dibagikan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Bersama Ganjar-Mahfud kami merasa optimis akan masa depan yang cerah 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Panji Gunawan,0,0,0,2024-02-15T20:22:20.000Z,Bersama Ganjar-Mahfud kami merasa optimis akan masa depan yang cerah  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Kita semua bersyukur memiliki pemimpin seperti Ganjar-Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Alina Kushina,0,0,1,2024-02-15T20:23:02.000Z,Kita semua bersyukur memiliki pemimpin seperti Ganjar-Mahfud  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Bersama Prabowo Gemoy, 5 Bulan
Bersama Prabowo Tantrum, 5 Tahun?

Apakah gimmick gemoy ini hanya sementara? Semoga aja tidak, kalau iya kasian para pendukungnya kena Zonk Pemilu.

#prabowo #Pemilu2024",ghozy tamammi,0,0,0,2024-02-15T19:34:35.000Z,"Bersama Prabowo Gemoy, 5 Bulan Bersama Prabowo Tantrum, 5 Tahun?  Apakah gimmick gemoy ini hanya sementara? Semoga aja tidak, kalau iya kasian para pendukungnya kena Zonk Pemilu.     ",
"Dukungan kita untuk Ganjar-Mahfud gak akan pudar deh 
@GesuriID
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Mikel Lina,0,0,0,2024-02-15T18:56:27.000Z,Dukungan kita untuk Ganjar-Mahfud gak akan pudar deh      RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Terima kasih pada Ganjar-Mahfud atas panduan politik yang membangkitkan semangat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rita Putri,0,0,0,2024-02-15T17:41:13.000Z,Terima kasih pada Ganjar-Mahfud atas panduan politik yang membangkitkan semangat  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
"Terus berjuang untuk Indonesia yang lebih baik 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ilham Hamzah,0,0,0,2024-02-15T18:24:30.000Z,Terus berjuang untuk Indonesia yang lebih baik  RIP Demokrasi | Senayan | Jokowi | Sirekap |   | PDIP,
"Ganjar-Mahfud teladan dalam kebijaksanaan dan kebaikan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Azrief hardinata,0,0,0,2024-02-15T18:09:45.000Z,Ganjar-Mahfud teladan dalam kebijaksanaan dan kebaikan  Real Count PDIP KPPS   Quick Count Kalah Sirekap RIP Demokrasi,
